player_id,player_url,fifa_version,fifa_update,fifa_update_date,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,league_name,league_level,club_team_id,club_name,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url
246178,/player/246178/pauline-peyraud-magnin/230009,23,9,2023-01-13,P. Peyraud-Magnin,Pauline Camille Peyraud-Magnin,GK,84,85,,,30,1992-03-17,175,63,,,,,,,,,,,18,France,113003,GK,21,Left,2,1,1,Medium/Medium,Normal (170-185),No,,,"Solid Player, Rushes Out Of Goal, Cautious With Crosses",,,,,,,13,11,11,29,9,15,17,15,25,22,51,40,58,81,44,63,52,35,43,11,24,19,10,31,12,38,15,14,15,82,83,84,83,85,47,29+2,29+2,29+2,27,29,29,29,27,28+2,28+2,28+2,28+2,28+2,28+2,28+2,28+2,27+2,27+2,27+2,27+2,27+2,27+2,24+2,24+2,24+2,27+2,83+2,https://cdn.sofifa.net/players/246/178/23_120.png
246426,/player/246426/leah-williamson/230009,23,9,2023-01-13,L. Williamson,Leah Cathrine Williamson,"CB, CDM",84,89,56000000,1000,25,1997-03-29,170,57,2216,Women's Super League,1,116009,Arsenal W,SUB,6,,2014-01-01,2023,14,England,113002,LCB,8,Right,3,3,4,High/Medium,Lean (170-),Yes,121800000,#Tactician ,"Leadership, Long Passer (AI), Team Player",79,48,76,71,86,76,60,51,81,88,45,61,60,67,92,83,79,79,68,90,73,48,89,70,77,46,80,86,31,63,50,82,90,84,82,13,13,11,9,8,,64+3,64+3,64+3,67,65,65,65,67,69+3,69+3,69+3,70+3,76+3,76+3,76+3,70+3,80+3,84+3,84+3,84+3,80+3,81+3,84+3,84+3,84+3,81+3,19+3,https://cdn.sofifa.net/players/246/426/23_120.png
246641,/player/246641/chiamaka-nnadozie/230009,23,9,2023-01-13,C. Nnadozie,Chiamaka Cynthia Nnadozie,GK,84,89,52000000,750,21,2000-12-08,180,68,2218,Feminine Division 1,1,116035,Paris W,GK,16,,2020-07-01,2023,133,Nigeria,,,,Right,3,1,1,Medium/Medium,Normal (170-185),Yes,113100000,,,,,,,,,12,11,12,29,7,17,14,13,22,21,39,52,48,79,42,59,71,36,61,9,35,22,11,53,13,38,21,13,10,85,79,79,85,88,44,29+2,29+2,29+2,28,30,30,30,28,31+2,31+2,31+2,29+2,30+2,30+2,30+2,29+2,28+2,29+2,29+2,29+2,28+2,27+2,28+2,28+2,28+2,27+2,83+2,https://cdn.sofifa.net/players/246/641/23_120.png
247504,/player/247504/mary-earps/230009,23,9,2023-01-13,M. Earps,Mary Alexandra Earps,GK,84,86,35000000,1000,29,1993-03-07,173,68,2216,Women's Super League,1,116012,Manchester United W,GK,27,,2019-07-12,2023,14,England,113002,GK,1,Right,3,1,3,Medium/Medium,Stocky (170-185),Yes,76100000,,"Cautious With Crosses, Saves with Feet",,,,,,,13,10,7,31,12,12,14,12,29,20,35,27,29,82,40,62,62,38,63,13,31,14,10,68,26,35,11,15,14,83,82,82,83,83,32,27+3,27+3,27+3,26,30,30,30,26,31+3,31+3,31+3,28+3,33+3,33+3,33+3,28+3,25+3,30+3,30+3,30+3,25+3,24+3,25+3,25+3,25+3,24+3,83+3,https://cdn.sofifa.net/players/247/504/23_120.png
247789,/player/247789/merle-frohms/230009,23,9,2023-01-13,M. Frohms,Merle Frohms,GK,84,87,,,27,1995-01-28,175,60,,,,,,,,,,,21,Germany,113004,GK,1,Right,3,1,3,Medium/Medium,Lean (170-185),No,,,Long Passer (AI),,,,,,,9,8,10,28,7,8,11,10,29,20,40,57,61,80,44,57,79,29,71,7,20,18,7,31,18,44,6,9,11,85,81,76,85,84,47,28+3,28+3,28+3,25,26,26,26,25,26+3,26+3,26+3,26+3,26+3,26+3,26+3,26+3,25+3,26+3,26+3,26+3,25+3,24+3,25+3,25+3,25+3,24+3,83+3,https://cdn.sofifa.net/players/247/789/23_120.png
253436,/player/253436/ona-batlle-pascual/230009,23,9,2023-01-13,Ona Batlle,Ona Batlle Pascual,"RB, LB",84,91,80500000,1000,23,1999-06-10,165,53,2216,Women's Super League,1,116012,Manchester United W,RB,2,,2022-03-24,2023,45,Spain,,,,Right,4,3,3,High/High,Normal (170-),Yes,185200000,#Engine,Dives Into Tackles (AI),82,49,78,79,82,72,80,51,65,90,46,80,77,47,74,76,85,80,84,81,85,53,74,90,62,40,72,82,60,64,47,68,84,85,83,13,8,15,14,5,,66+3,66+3,66+3,74,70,70,70,74,73+3,73+3,73+3,77+3,76+3,76+3,76+3,77+3,83+3,81+3,81+3,81+3,83+3,82+3,78+3,78+3,78+3,82+3,18+3,https://cdn.sofifa.net/players/253/436/23_120.png
258310,/player/258310/ann-katrin-berger/230009,23,9,2023-01-13,A. Berger,Ann-Katrin Berger,GK,84,84,22500000,1000,31,1990-10-09,180,63,2216,Women's Super League,1,116010,Chelsea W,GK,30,,2019-01-01,2024,21,Germany,113004,SUB,21,Right,3,1,3,Medium/Medium,Lean (170-185),Yes,46100000,,"Cautious With Crosses, Saves with Feet",,,,,,,8,7,15,24,6,11,12,11,20,14,37,49,38,82,40,60,60,29,67,6,19,10,9,39,35,58,9,10,10,85,83,80,81,82,42,27+3,27+3,27+3,23,26,26,26,23,25+3,25+3,25+3,25+3,25+3,25+3,25+3,25+3,23+3,23+3,23+3,23+3,23+3,23+3,23+3,23+3,23+3,23+3,83+1,https://cdn.sofifa.net/players/258/310/23_120.png
261773,/player/261773/laura-freigang/230009,23,9,2023-01-13,L. Freigang,Laura Freigang,"ST, RW",84,87,,,24,1998-02-01,171,62,,,,,,,,,,,21,Germany,113004,SUB,10,Right,3,4,2,Medium/Medium,Lean (170-185),No,,"#Poacher, #Clinical Finisher","Flair, Long Shot Taker (AI), Technical Dribbler (AI)",83,85,58,80,26,67,38,88,81,76,81,79,62,61,51,86,82,83,66,85,78,82,76,75,71,83,46,20,89,50,70,81,21,21,17,8,10,13,5,14,,84+2,84+2,84+2,77,81,81,81,77,76+2,76+2,76+2,74+2,67+2,67+2,67+2,74+2,52+2,50+2,50+2,50+2,52+2,49+2,45+2,45+2,45+2,49+2,18+2,https://cdn.sofifa.net/players/261/773/23_120.png
262058,/player/262058/tabea-wassmuth/230009,23,9,2023-01-13,T. Waßmuth,Tabea Waßmuth,RM,84,85,,,25,1996-08-25,170,62,,,,,,,,,,,21,Germany,113004,SUB,18,Right,4,4,4,Medium/Medium,Normal (170-),No,,,Long Shot Taker (AI),84,79,80,81,28,68,80,76,59,87,72,80,69,60,68,86,85,83,76,87,72,84,40,78,67,83,65,22,86,86,70,76,28,24,20,6,10,9,6,12,,80+3,80+3,80+3,83,83,83,83,83,83+2,83+2,83+2,83+2,76+3,76+3,76+3,83+2,60+3,57+3,57+3,57+3,60+3,55+3,45+3,45+3,45+3,55+3,17+3,https://cdn.sofifa.net/players/262/058/23_120.png
262330,/player/262330/catarina-cantanhede-macario/230009,23,9,2023-01-13,Catarina Macario,Catarina Cantanhede Macario,"CAM, ST",84,92,94500000,1000,22,1999-10-04,165,58,2218,Feminine Division 1,1,116033,Lyon W,RES,13,,2021-01-12,2023,95,United States,113009,SUB,20,Right,3,4,4,High/Medium,Normal (170-),Yes,212600000,#Dribbler,"Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",82,83,80,89,58,73,79,83,72,81,74,90,90,82,74,93,84,81,83,78,84,82,68,79,71,89,70,59,80,83,80,86,55,59,47,12,7,14,7,13,,82+3,82+3,82+3,85,84,84,84,85,84+3,84+3,84+3,83+3,80+3,80+3,80+3,83+3,72+3,71+3,71+3,71+3,72+3,69+3,65+3,65+3,65+3,69+3,17+3,https://cdn.sofifa.net/players/262/330/23_120.png
